ID,OTC_ID,Text_ID,Sentence_Number,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Comment,Language_ID,Metalanguage_ID,LGR_Conformance,Abbreviations
wara1294a-04_tci20111107a-01_ebar_zan_firran-a1815,wara1294a,04_tci20111107a-01_ebar_zan_firran,139,fi mon zbo ämrna yasif ane fof fam thnra,fi	mon	zbo	ä\m/rna	yasi	=f	ane	fof	fam	thn\r/a,3.ABS	how	PROX:ALL	2|3DU:PST:IPFV\sit	PN	=ERG.SG	DEM	EMPH	thought	SG>2|3PL:PST:PFV:VENT\do,"Because those two were staying here, Yasi thought of them,",,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-04_tci20111107a-01_ebar_zan_firran-a1816,wara1294a,04_tci20111107a-01_ebar_zan_firran,140,nafanemäwä mrn fof,nafane	=ma	=wä	mrn	fof,3SG.POSS	=CHAR	=EMPH	family	EMPH,"really his own clan,",,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-04_tci20111107a-01_ebar_zan_firran-a1817,wara1294a,04_tci20111107a-01_ebar_zan_firran,141,watik zänbrima fi zanmatha,wati	zän\brim/a	fi	zan\math/a,then	SG:PST:PFV:VENT\return	3.ABS	SG:PST:PFV:VENT\run,"he came back, he ran really.",,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-04_tci20111107a-01_ebar_zan_firran-a1818,wara1294a,04_tci20111107a-01_ebar_zan_firran,142,nzone ŋafe näbinzo finzo,nzone	ŋafe	näbi	=nzo	fi	=nzo,1SG.POSS	father	one	=ONLY	3.ABS	=ONLY,My father was the only (son).,,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-04_tci20111107a-01_ebar_zan_firran-a1819,wara1294a,04_tci20111107a-01_ebar_zan_firran,143,fobo fof wythik ane zokwasi fof firra ebarma,fobo	fof	wa\ythk/	ane	zokwasi	fof	firra	ebar	=ma,DIST:ALL	EMPH	3SG.F:NPST:IPFV\come_to_end	DEM	speech	EMPH	PLN	head	=CHAR,The story of the Firra's headhunt ends here.,,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-04_tci20111107a-01_ebar_zan_firran-a1820,wara1294a,04_tci20111107a-01_ebar_zan_firran,144,keke zanfrme rä,keke	zanfr	=me	\rä/,NEG	long	=INS	3SG.F:NPST:IPFV\be,It is not a long story.,,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-04_tci20111107a-01_ebar_zan_firran-a1821,wara1294a,04_tci20111107a-01_ebar_zan_firran,145,fobo komnzo zänbtha fof,fobo	komnzo	zän\bth/a	fof,DIST:ALL	only	2|3SG:PST:PFV:VENT\finish	EMPH,At that time it ended,,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-04_tci20111107a-01_ebar_zan_firran-a1822,wara1294a,04_tci20111107a-01_ebar_zan_firran,146,nima kerkeren efothen zfwiyakm monwä z nznanafthmé,nima	kerker	=en	efoth	=en	zf\yak/m	mon	=wä	z	nz=	na\nafthm/é,like_this	tail	=LOC	day	=LOC	3SG.F:PST:DUR\walk	how	=EMPH	ALR	IPST=	1SG>2SG.IO:RPST:PFV\talk,in the last days (of headhunting). Like I just told you.,,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-04_tci20111107a-01_ebar_zan_firran-a1824,wara1294a,04_tci20111107a-01_ebar_zan_firran,147,kerker efothen zfwiyakm,kerker	efoth	=en	zf\yak/m,tail	day	=LOC	3SG.F:PST:DUR\walk,This happened in the last days (of headhunting).,,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-04_tci20111107a-01_ebar_zan_firran-a1825,wara1294a,04_tci20111107a-01_ebar_zan_firran,148,fthé fefe markai zänthba we mizi zänthbath,fthé	fefe	markai	zän\thb/a	we	mizi	zän\thb/ath,when	really	outsider	SG:PST:PFV:VENT\enter	also	pastor	2|3PL:PST:PFV:VENT\enter,This happened when the white man came and also when the missionaries arrived.,,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-04_tci20111107a-01_ebar_zan_firran-a1827,wara1294a,04_tci20111107a-01_ebar_zan_firran,149,fobo fof wythka,fobo	fof	wa\ythk/a	ebar	zan,DIST:ALL	EMPH	3SG.F:PST:IPFV\come_to_end	head	fight,"After that, the headhunting ended.",,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
wara1294a-04_tci20111107a-01_ebar_zan_firran-a1828,wara1294a,04_tci20111107a-01_ebar_zan_firran,150,fthé dibura fathasi thethkäfath mafa ane woga thufnzrmth nimame,fthé	dibura	fatha	-si	thä\thkäf/ath	mafa	ane	woga	thu\fn/nzrmth	nima	=me,when	prison	hold	-NMLZ	2|3PL>2|3PL:PST:PFV\start	who.ERG.NSG	DEM	man	2|3PL>2|3PL:PST:DUR\hit	like_this	=INS,They started throwing people in prison who had killed someone.,,wara1294,stan1293,WORD_ALIGNED,"{""ABS"":""absolutive"", ""ABSC"":""absconditive (attention getter, `look here')"", ""ADJZ"":""adjectivizer"", ""ALL"":""allative"", ""AND"":""andative (`away')"", ""ANIM"":""animate"", ""APPR"":""apprehensive"", ""ASSOC"":""associative case"", ""CHAR"":""characteristic case"", ""DAT"":""dative case"", ""DEM"":""anaphoric demonstrative"", ""DIA"":""diathetic prefix"", ""DIM"":""diminutive"", ""DIST"":""distal deictic"", ""DISTR"":""ditributive"", ""DU"":""dual number"", ""DUR"":""durative"", ""EMPH"":""emphatic"", ""ERG"":""ergative case"", ""ETC"":""et cetera (`and all')"", ""F"":""feminine"", ""FUT"":""future"", ""FUTIMP"":""future imperative"", ""IAM"":""iamitive (`already')"", ""IC"":""inclusory case"", ""IMN"":""imminent (`about to')"", ""IMP"":""imperative"", ""INDF"":""indefinite"", ""INS"":""instrumental case"", ""IO"":""indirect object"", ""IPFV"":""imperfective"", ""IPST"":""immediate past"", ""IRR"":""irrealis"", ""ITER"":""iterative"", ""LOC"":""locative case"", ""LPL"":""large plural"", ""M"":""masculine"", ""MED"":""medial deictic"", ""ND"":""non-dual"", ""NEG"":""negator"", ""NMLZ"":""nominalizer"", ""NPL"":""non-plural"", ""NPST"":""non-past"", ""NSG"":""non-singular"", ""ONLY"":""exclusive marker (`only', `just')"", ""PFV"":""perfective"", ""PH"":""placeholder (`thingamajig')"", ""PL"":""plural"", ""PN"":""proper name"", ""PLN"":""place name"", ""POSS"":""possessive"", ""POT"":""potential"", ""PRIV"":""privative case"", ""PROP"":""proprietive case"", ""PROX"":""proximal deictic"", ""PST"":""past"", ""PURP"":""purposive case"", ""Q"":""question"", ""QUOT"":""quotative"", ""REDUP"":""reduplication"", ""RPST"":""recent past"", ""SG"":""singular"", ""SIMIL"":""similative case"", ""STAT"":""stative"", ""TEMP"":""temporal case"", ""VENT"":""venitive (`towards')""}"
